jpath,kx_rad_per_um,ky_rad_per_um,frequency_order,frequency_GHz
55,3.926990817,3.926990817,2,10.285000
55,3.926990817,3.926990817,3,11.782000
55,3.926990817,3.926990817,4,12.822000
55,3.926990817,3.926990817,5,13.188000
55,3.926990817,3.926990817,6,13.485000
55,3.926990817,3.926990817,7,13.899000
55,3.926990817,3.926990817,8,14.264000
55,3.926990817,3.926990817,9,14.457000
55,3.926990817,3.926990817,10,14.674000
55,3.926990817,3.926990817,11,15.348000
55,3.926990817,3.926990817,12,15.772000
55,3.926990817,3.926990817,13,16.278000
55,3.926990817,3.926990817,14,17.018000
55,3.926990817,3.926990817,15,17.652000
55,3.926990817,3.926990817,16,17.806000
55,3.926990817,3.926990817,17,17.996000
55,3.926990817,3.926990817,18,18.507000
55,3.926990817,3.926990817,19,18.782000
55,3.926990817,3.926990817,20,18.917000
55,3.926990817,3.926990817,21,19.237000
55,3.926990817,3.926990817,22,19.323000
55,3.926990817,3.926990817,23,19.736000
55,3.926990817,3.926990817,24,19.802000
56,3.141592654,3.141592654,1,9.687500
56,3.141592654,3.141592654,2,10.248000
56,3.141592654,3.141592654,3,11.757000
56,3.141592654,3.141592654,4,12.913000
56,3.141592654,3.141592654,5,13.232000
56,3.141592654,3.141592654,6,13.598000
56,3.141592654,3.141592654,7,13.842000
56,3.141592654,3.141592654,8,14.273000
56,3.141592654,3.141592654,9,14.407000
56,3.141592654,3.141592654,10,14.580000
56,3.141592654,3.141592654,11,15.294000
56,3.141592654,3.141592654,12,15.803000
56,3.141592654,3.141592654,13,16.234000
56,3.141592654,3.141592654,14,17.023000
56,3.141592654,3.141592654,15,17.706000
56,3.141592654,3.141592654,16,17.875000
56,3.141592654,3.141592654,17,18.109000
56,3.141592654,3.141592654,18,18.533000
56,3.141592654,3.141592654,19,18.740000
56,3.141592654,3.141592654,20,18.962000
56,3.141592654,3.141592654,21,19.125000
56,3.141592654,3.141592654,22,19.314000
56,3.141592654,3.141592654,23,19.708000
56,3.141592654,3.141592654,24,19.796000
57,2.356194490,2.356194490,1,9.619700
57,2.356194490,2.356194490,2,10.219000
57,2.356194490,2.356194490,3,11.735000
57,2.356194490,2.356194490,4,13.002000
57,2.356194490,2.356194490,5,13.265000
57,2.356194490,2.356194490,6,13.699000
57,2.356194490,2.356194490,7,13.788000
57,2.356194490,2.356194490,8,14.257000
57,2.356194490,2.356194490,9,14.366000
57,2.356194490,2.356194490,10,14.518000
57,2.356194490,2.356194490,11,15.243000
57,2.356194490,2.356194490,12,15.838000
57,2.356194490,2.356194490,13,16.190000
57,2.356194490,2.356194490,14,17.023000
57,2.356194490,2.356194490,15,17.742000
57,2.356194490,2.356194490,16,17.962000
57,2.356194490,2.356194490,17,18.219000
57,2.356194490,2.356194490,18,18.516000
57,2.356194490,2.356194490,19,18.708000
57,2.356194490,2.356194490,20,18.983000
57,2.356194490,2.356194490,21,19.052000
57,2.356194490,2.356194490,22,19.317000
57,2.356194490,2.356194490,23,19.678000
57,2.356194490,2.356194490,24,19.796000
58,1.570796327,1.570796327,1,9.552500
58,1.570796327,1.570796327,2,10.199000
58,1.570796327,1.570796327,3,11.717000
58,1.570796327,1.570796327,4,13.086000
58,1.570796327,1.570796327,5,13.281000
58,1.570796327,1.570796327,6,13.696000
58,1.570796327,1.570796327,7,13.843000
58,1.570796327,1.570796327,8,14.226000
58,1.570796327,1.570796327,9,14.290000
58,1.570796327,1.570796327,10,14.516000
58,1.570796327,1.570796327,11,15.200000
58,1.570796327,1.570796327,12,15.874000
58,1.570796327,1.570796327,13,16.147000
58,1.570796327,1.570796327,14,17.021000
58,1.570796327,1.570796327,15,17.767000
58,1.570796327,1.570796327,16,18.054000
58,1.570796327,1.570796327,17,18.309000
58,1.570796327,1.570796327,18,18.480000
58,1.570796327,1.570796327,19,18.692000
58,1.570796327,1.570796327,20,18.886000
58,1.570796327,1.570796327,21,19.091000
58,1.570796327,1.570796327,22,19.339000
58,1.570796327,1.570796327,23,19.641000
58,1.570796327,1.570796327,24,19.801000
59,0.785398163,0.785398163,1,9.484000
59,0.785398163,0.785398163,2,10.188000
59,0.785398163,0.785398163,3,11.703000
59,0.785398163,0.785398163,4,13.157000
59,0.785398163,0.785398163,5,13.276000
59,0.785398163,0.785398163,6,13.657000
59,0.785398163,0.785398163,7,13.949000
59,0.785398163,0.785398163,8,14.183000
59,0.785398163,0.785398163,9,14.211000
59,0.785398163,0.785398163,10,14.533000
59,0.785398163,0.785398163,11,15.171000
59,0.785398163,0.785398163,12,15.904000
59,0.785398163,0.785398163,13,16.113000
59,0.785398163,0.785398163,14,17.019000
59,0.785398163,0.785398163,15,17.783000
59,0.785398163,0.785398163,16,18.144000
59,0.785398163,0.785398163,17,18.316000
59,0.785398163,0.785398163,18,18.506000
59,0.785398163,0.785398163,19,18.671000
59,0.785398163,0.785398163,20,18.794000
59,0.785398163,0.785398163,21,19.118000
59,0.785398163,0.785398163,22,19.380000
59,0.785398163,0.785398163,23,19.598000
59,0.785398163,0.785398163,24,19.807000
60,0.000000000,0.000000000,1,9.413600
60,0.000000000,0.000000000,2,10.184000
60,0.000000000,0.000000000,3,11.693000
60,0.000000000,0.000000000,4,13.195000
60,0.000000000,0.000000000,5,13.259000
60,0.000000000,0.000000000,6,13.642000
60,0.000000000,0.000000000,7,14.025000
60,0.000000000,0.000000000,8,14.114000
60,0.000000000,0.000000000,9,14.198000
60,0.000000000,0.000000000,10,14.541000
60,0.000000000,0.000000000,11,15.160000
60,0.000000000,0.000000000,12,15.916000
60,0.000000000,0.000000000,13,16.099000
60,0.000000000,0.000000000,14,17.018000
60,0.000000000,0.000000000,15,17.789000
60,0.000000000,0.000000000,16,18.206000
60,0.000000000,0.000000000,17,18.273000
60,0.000000000,0.000000000,18,18.566000
60,0.000000000,0.000000000,19,18.633000
60,0.000000000,0.000000000,20,18.757000
60,0.000000000,0.000000000,21,19.125000
60,0.000000000,0.000000000,22,19.406000
60,0.000000000,0.000000000,23,19.574000
60,0.000000000,0.000000000,24,19.810000
